item	site	category	subcategory	description
Grafted Dragon	Elden Ring Wiki	Weapons	Fists	"The embodiment of the power that still remained in the dragon's head that was grafted to Godrick's left arm.
The wielder's arm will take the form of a small dragon, sprouting sharp dragon fangs at the fist.This weapon cannot be two-handed.
"
Marika's Hammer	Elden Ring Wiki	Weapons	Hammers	"Stone hammer made in the lands of the Numen, outside the Lands Between. The tool with which Queen Marika shattered the Elden Ring and Radagon attempted to repair it.
The hammer partially broke upon shattering the Ring, becoming splintered with rune fragments.
"
Gargoyle's Blackblade	Elden Ring Wiki	Weapons	Greatswords	"Bronze greatsword wielded by Valiant Gargoyles mended with blackened corpse wax. Deals holy damage.
Such is the mark of those who serve Maliketh, the Black Blade.
"
Commander's Standard	Elden Ring Wiki	Weapons	Halberds	"A beaten red battle standard is furled around this time-worn
halberd.
Even after his lord was fled, Commander O'Neil continued to
brandish this flag in the devastation of the rot-eaten field of battle,
the sole veteran who remembers this battle with pride.
"
Hand Axe	Elden Ring Wiki	Weapons	Axes	"Commonly known as a hatchet, this smaller variety of axe is an everyday work tool.
Despite its short reach, it is easy to handle, exceling in successive attacks.
"
Hookclaws	Elden Ring Wiki	Weapons	Claws	"Weapon worn on the fist comprised of sharp parallel blades favored by those who lurk in the dark. Lacerations cause blood loss with great effect. 
Claw weapons come in pairs, and two-handing this weapon will equip it to both hands.
"
Zweihander	Elden Ring Wiki	Weapons	Colossal Swords	"Just about the largest sword a mere man is capable of swinging. True to its name, it is designed to be wielded in both hands, but those of merely ordinary strength will still struggle to do so.The long blade is heavy and sharp, sending foes reeling back with its broader strokes, while also capable of a devastating piercing thrust.
"
Crescent Moon Axe	Elden Ring Wiki	Weapons	Greataxes	"Greataxe with a large, arcing blade and long handle. The
""Crescent Moon"" of its name is said to have been spurred by
nostalgia.
Specializes in sweeping through foes by making use of its long
handle.
"
Bolt of Gransax	Elden Ring Wiki	Weapons	Spears	"Spear whittled from the weapon wielded by Gransax.One of the legendary armaments.
A great ancient dragon, Gransax once rained calamity upon the Royal Capital - the only time in historical record that Leyndell's walls have fallen. This marked the dawn of the war against dragons.
"
Composite Bow	Elden Ring Wiki	Weapons	Light Bows	"Bow composited from a mix of Materials. 
Demands high attributes, and is tricky to wield, but is a fearsome tool when mastered.
"
Ringed Finger	Elden Ring Wiki	Weapons	Hammers	"Bludgeon made of an enormous finger sheathed in several heavy rings. Thought to have been cut from an ancestor of the Fingercreeper.
Some life yet remains in this legacy of an ancient act of blasphemy, as evidenced by the barely perceptible warmth it still exudes.
"
Ivory Sickle	Elden Ring Wiki	Weapons	Daggers	"Sickle fashioned form ivory. Weapon carried by aged Albunaurics.
These weapons are evidence of their dedication to the Haligtree, despite never having entered its presence. 
"
Wakizashi	Elden Ring Wiki	Weapons	Daggers	"Short sword with a tempering pattern on the blade. A weapon unique to warriors of the Land of Reeds. Afflicts targets with blood loss.
These swords are considered auxiliary weapons. Yet, one man is known to wield this weapon in his left hand while using a full-sized katana in his right. A demonic swordsman known only as Okina.
"
Helphen's Steeple	Elden Ring Wiki	Weapons	Greatswords	"Greatsword patterned after the black steeple of the Helphen, the lampwood which guides the dead of the spirit world.
The lamplight is similar to grace in appearance, only it is said that it can only be seen by those who met their death in battle.
"
Grafted Blade Greatsword	Elden Ring Wiki	Weapons	Colossal Swords	"The storied sword of Castle Morne. A revenger's weapon, it is burdened with oceans of anger and regret. One of the legendary armaments. 
A lone surviving champion from a country now vanished was so determined to continue fighting that he claimed the swords of an entire clan of warriors.
"
Troll's Golden Sword	Elden Ring Wiki	Weapons	Colossal Swords	"Sword given to the lesser giants who fought for the Erdtree 
during the War against the Giants long ago.
Though the giants have lost their minds, they stay inseparable from their 
swords that are in sad shape—such that the gold plating had flaked away.
"
Godskin Stitcher	Elden Ring Wiki	Weapons	Heavy Thrusting Swords	"Elegant piercing sword with a celadon colored blade wielded by Godskin Nobles.
The nobles possess skill with the sword unmatched by any lowborn. Despite its size, successive attacks from this weapon are swifter than the eye can follow.
"
Iron Greatsword	Elden Ring Wiki	Weapons	Greatswords	"Greatsword with a blade of unusually thick steel.
A coarse weapon to which polishing is a foreign concept.
Weighty even among others of its class, the impact of each strike is sure to be felt.
"
Eclipse Shotel	Elden Ring Wiki	Weapons	Curved Swords	"Storied sword and treasure of Castle Sol that depicts an eclipsed sun drained of color. One of the legendary armaments.
In Sol, the sight of an eclipse inspires a dreadful awe, preventing an onlooker from averting his gaze.
"
Spiked Club	Elden Ring Wiki	Weapons	Hammers	"A club with beast fangs wrapped around the striking end. The uneven spread of fangs causes blood loss.
Given only to the toughest of demi-humans, this weapon is a badge of honor. Or so the demi-humans believe.
"
Golem Greatbow	Elden Ring Wiki	Weapons	Greatbows	"Greatbow of black stone crafted by a civilization now gone toruin. Weapon of the Guardian Golem.Extremely heavy, this greatbow requires enormous strength just todraw, suggesting it was not designed for human use.
"
Brick Hammer	Elden Ring Wiki	Weapons	Great Hammers	"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself.
Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it. 
"
Nox Flowing Sword	Elden Ring Wiki	Weapons	Curved Swords	"A grim weapon wielded by swordsmen of the Eternal City, thisshotel has a blade as fine as a needle.
Forged from the liquid metal of a Silver Tear, it is thoroughlytempered until hardened
"
Celebrant's Rib-Rake	Elden Ring Wiki	Weapons	Spears	"Rake decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village.
Crafted from human bone.
Grants trace amounts of runes upon landing attacks.
"
Cane Sword	Elden Ring Wiki	Weapons	Straight Swords	"Beloved sword of an aged knight whose last quest was long behindhim, repurposed into a walking stick. The tip is rather worn.
Though bent of back and without the brawn required even toraise the sword aloft, still he wished to meet his end with weaponin hand.
"
Banished Knight's Greatsword	Elden Ring Wiki	Weapons	Greatswords	"A finely-crafted greatsword intricately engraved with an ancient motif. G
iven to knights who, whether by misfortune or misdeed, were forced to abandon their homes. Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.
"
Sword of Milos	Elden Ring Wiki	Weapons	Greatswords	"Sinister greatsword fashioned from a giant's backbone.
Metes out wounds like a lopsided saw-blade, and restores some FP upon defeating an enemy.
Milos was undersized for a giant, and was viewed as sullied and terribly grotesque.
"
Demi-Human Queen's Staff	Elden Ring Wiki	Weapons	Glintstone Staffs	"Glintstone staff styled as a scepter. A gift once given to the demi-humans to foster peace, it can be wielded even by those of low intelligence. Sneered at by fools in the academy. 
"
Magma Blade	Elden Ring Wiki	Weapons	Curved Swords	"Curved sword with a blade fashioned from the lava of Mt. Gelmir.
An armament of the man-serpents, impossible for a human to have made.
Deals fire damage.
"
Highland Axe	Elden Ring Wiki	Weapons	Axes	"Single-sided axe used by the warriors of the highlands. 
Brave combatants begin battle by crying out their names. Roars are enhanced by this weapon.
"
Reduvia	Elden Ring Wiki	Weapons	Daggers	"Jagged dagger with a distinctive curled blade.Carried by the noble servants of the Lord of Blood.
This dagger rips the flesh as it enters, inflicting blood loss with sickening efficacy. A proud testament to the success of its vicious design, this weapon is perpetually coated in blood.
"
Urumi	Elden Ring Wiki	Weapons	Whips	"This weapon made of extremely thin, flexible blades of metal is wielded like a whip by Nightfolk warriors. 
Though in essence a whip with a cutting edge, it can also be used as a spear to pierce foes.
"
Mohgwyn's Sacred Spear	Elden Ring Wiki	Weapons	Great Spears	"Trident of Mohg, Lord of Blood. A sacred spear that will come to symbolize his dynasty. As well as serving as a weapon, it is an instrument of communion with an outer god who bestows power upon accursed blood. The mother of truth desires a wound.
"
Death's Poker	Elden Ring Wiki	Weapons	Greatswords	"Barbed rod carried by Deathbirds.
The birds are graveyard fire keepers; it is said they rake out the ashen remains of the dead from their kilns.
"
Arbalest	Elden Ring Wiki	Weapons	Crossbows	"Large crossbow made from composite materials. One of the largest of all bolt firing devices.
Its limbs are more pliable than metallic ones, allowing bolts fired from this weapon to pierce even forged of steel.
"
Envoy's Greathorn	Elden Ring Wiki	Weapons	Colossal Weapons	"Fanned golden horn of the Oracle Envoys. Profoundly weighty, its blows are sure to be felt.
Originally an instrument, but one that cannot be sounded by a mere human. Or perhaps it is too early to sound the call.
"
Spear	Elden Ring Wiki	Weapons	Spears	"Weapon comprised of a blade attached to a long haft.
A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes.
"
Clinging Bone	Elden Ring Wiki	Weapons	Fists	"Horrific weapon made of a hardened skeletal arm. Wielded by Ensha of the Royal Remains.
Fitted by placing one's hands into the fists' grips until they dig in.
""""O clinging creature. A king relinquishes not the hand.""""
"
Lucerne	Elden Ring Wiki	Weapons	Halberds	"This polearm features a hard, sharpened beak-like spike attached to its head, designed to pierce armor.
Though designed mainly as a thrusting weapon, its long handle can be utilized to get around an enemy's guard with a sideward sweeping attack.
"
Rotten Staff	Elden Ring Wiki	Weapons	Colossal Weapons	"Ceremonial staff depicting the Erdtree in its historic radiance. It festers with scarlet rot. Wielded by the avatars who protect the Minor Erdtrees. 
"
Misbegotten Shortbow	Elden Ring Wiki	Weapons	Light Bows	"Shortbow wielded by Winged Misbegotten. Fine fur clings to it.Designed to inflict additional damage by sacrificing range.
"
Giant-Crusher	Elden Ring Wiki	Weapons	Colossal Weapons	"A hammer made from a boulder, used in the War against the Giants.One of the heftiest weapons in the entire Lands Between. 
After the giants were quelled, and man turned against man in violence, this weapon was all but forgotten. Man has grown feeble in comparison to his forebears. 
"
Inseparable Sword	Elden Ring Wiki	Weapons	Greatswords	"Sword forged by compounding silver and gold.
A sacred weapon to hunt Those Who Live in Death.
Deals holy damage.
The inseparable twins found solace in the Golden Order,the only institution not to revile them as accursed beings.
"
Ripple Blade	Elden Ring Wiki	Weapons	Axes	"Unique weapon wielded by young Albinaurics, this sword is
modelled after the ripples that are thought to be the origin of their
species.
Its attack power is greatly enhanced with one's arcane attribute.
"
Blade of Calling	Elden Ring Wiki	Weapons	Daggers	"Dagger given to one who set out on a journey to fulfill her duty long ago. The power of its former owner, the kindling maiden, is still apparent.
The one who walks alongside flame, Shall one day meet the road of Destined Death.
"
Lazuli Glintstone Sword	Elden Ring Wiki	Weapons	Straight Swords	"A sword with a glintstone in its handguards. Wielded by scholars of the Lazuli Conspectus who seek to master Carian sorcery. Deals magic damage.
Apparently once used as a staff of sorcery, this sword is made of wood.
"
Guardian's Swordspear	Elden Ring Wiki	Weapons	Halberds	"Weapon comprising a long handle and broad blade sharpened from the hard wood of old trees. Wielded by guardians of the Minor Erdtrees, known as experts in the arts of combat. The power of this weapon scales greatly with dexterity.
"
Clawmark Seal	Elden Ring Wiki	Weapons	Sacred Seals	"A sacred seal given by Gurranq, the BeastClergyman. A rare trinket which allows incantations to be scaled with strength. 
The claw mark represents Gurranq's wrath. Enhances bestial incantations learned from Gurranq.
"
Albinauric Staff	Elden Ring Wiki	Weapons	Glintstone Staffs	"Short staff with a blue glintstone embedded. Wielded by the albinaurics of old.
The albinaurics harbor a secret; they cast sorcery with their innate arcaneness.
"
Jawbone Axe	Elden Ring Wiki	Weapons	Axes	"Axe made from a herbivore's skull. Weapon of the ancestral 
followers who disdain metal.
This axe is more of a bludgeon; it forgoes a bladed edge, instead 
using the beast's molar teeth to buffet foes, dealing strike damage.
"
